Annee;Reglements de compte entre malfaiteurs;Homicides pour voler et a loccasion de vols;Homicides pour dautres motifs;Tentatives dhomicides pour voler et a loccasion de vols;Tentatives homicides pour dautres motifs;Coups et blessures volontaires suivis de mort;Autres coups et blessures volontaires criminels ou correctionnels;Prises dotages a loccasion de vols;Prises dotages dans un autre but;Sequestrations;Menaces ou chantages pour extorsion de fonds;Menaces ou chantages dans un autre but;Atteintes a la dignite et a la personnalite;Violations de domicile;Vols a main armee contre des etablissements financiers;Vols a main armee contre des etablissements industriels ou commerciaux;Vols a main armee contre des entreprises de transports de fonds;Vols a main armee contre des particuliers a leur domicile;Autres vols a main armee;Vols avec armes blanches contre des etablissements financiers,commerciaux ou industriels;Vols avec armes blanches contre des particuliers a leur domicile;Autres vols avec armes blanches;Vols violents sans arme contre des etablissements financiers,commerciaux ou industriels;Vols violents sans arme contre des particuliers a leur domicile;Vols violents sans arme contre des femmes sur voie publique ou autre lieu public;Vols violents sans arme contre dautres victimes;Cambriolages de locaux dhabitations principales;Cambriolages de residences secondaires;Cambriolages de locaux industriels, commerciaux ou financiers;Cambriolages dautres lieux;Vols avec entree par ruse en tous lieux;Vols a la tire;Vols a letalage;Vols de vehicules de transport avec fret;Vols dautomobiles;Vols de vehicules motorises a 2 roues;Vols a la roulotte;Vols daccessoires sur vehicules a moteur immatricules;Vols simples sur chantier;Vols simples sur exploitations agricoles;Autres vols simples contre des etablissements publics ou prives;Autres vols simples contre des particuliers dans deslocaux prives;Autres vols simples contre des particuliers dans des locaux ou lieux publics;Recels;Proxenetisme;Viols sur des majeur(e)s;Viols sur des mineur(e)s;Harcelements sexuels et autres agressions sexuelles majeurs;Harcelements sexuels et autres agressions sexuelles mineurs;Atteintes sexuelles;Homicides commis contre enfants de moins de 15 ans;Violences, mauvais traitements et abandons denfants;Delits au sujet de la garde des mineurs;Non versement de pension alimentaire;Trafic et revente sans usage de stupefiants;Usage-revente de stupefiants;Usage de stupefiants;Autres infractions a la legislation sur les stupefiants;Delits de debits de boissons et infraction a la reglementation sur lalcool et le tabac;Fraudes alimentaires et infractions a lhygiene;Autres delits contre sante publique et la reglementation des professions medicales;Incendies volontaires de biens publics;Incendies volontaires de biens prives;Attentats a lexplosif contre des biens publics;Attentats a lexplosif contre des biens prives;Autres destructions er degradations de biens publics;Autres destructions er degradations de biens prives;Destructions et degradations de vehicules prives;Infractions aux conditions generales dentree et de sejour des etrangers;Aide a lentree, a la circulation et au sejour des etrangers;Autres infractions a la police des etrangers;Outrages a depositaires autorite;Violences a depositaires autorite;Port ou detention armes prohibees;Atteintes aux interets fondamentaux de la Nation;Delits des courses et des jeux;Delits interdiction de sejour et de paraitre;Destructions, cruautes et autres delits envers les animaux;Atteintes a lenvironnement;Chasse et peche;Faux documents didentite;Faux documents concernant la circulation des vehicules;Autres faux documents administratifs;Faux en ecriture publique et authentique;Autres faux en ecriture;Fausse monnaie;Contrefacons et fraudes industrielles et commerciales;Contrefacons litteraires et artistique;Falsification et usages de cheques voles;Falsification et usages de cartes de credit;Escroqueries et abus de confiance;Infractions a la legislation sur les cheques;Travail clandestin;Emploi detranger sans titre de travail;Marchandage - pret de main doeuvre;Index non utilise;Index non utilise;Banqueroutes, abus de biens sociaux et autres delits de societe;Index non utilise;Index non utilise;Prix illicittes, publicite fausse et infractions aux regles de la concurrence;Achats et ventes sans factures;Infractions a lexercice dune profession reglementee;Infractions au droit de lurbanisme et de la construction;Fraudes fiscales;Autres delits economiques et financiers;Autres delits
_2008_06;10;4;53;5;91;18;18278;1;0;176;925;6456;3108;757;25;215;4;48;151;65;58;662;73;105;3551;4561;12183;1297;5874;5491;790;7866;5017;32;11499;7640;26507;12639;1693;739;7550;18375;28808;3772;36;432;538;522;841;1554;4;1603;2155;1245;549;1949;12425;1211;116;52;27;431;3038;4;10;4131;12382;18814;9551;474;488;2798;2378;2579;53;53;19;232;230;105;690;277;304;223;636;166;195;26;5859;4525;18199;518;1035;325;45;0;0;211;0;0;28;38;124;207;81;284;8169
_2008_05;8;2;55;7;77;14;17677;0;0;184;864;6039;2856;691;42;243;1;49;137;57;45;703;66;125;3422;4310;12397;1235;6503;5960;827;7727;4920;35;11191;7655;26774;13142;1674;756;7143;17986;27248;3610;30;402;520;501;811;1533;3;1459;1951;1186;560;1906;12658;1354;62;50;21;472;2856;2;9;4387;12695;18988;10048;449;521;2831;2309;2452;47;12;20;256;208;80;730;302;292;177;483;183;160;34;5928;4561;17180;769;1033;322;21;0;0;168;0;0;51;32;127;214;78;280;7882
_2008_04;9;9;67;8;104;12;16468;2;1;186;807;5887;3076;691;39;253;0;57;170;98;58;698;68;89;3395;4080;12251;1333;6157;5608;886;7102;5308;31;11422;6724;25055;12188;1779;695;6948;16518;24194;3349;45;391;481;400;725;1476;2;1312;2288;1257;564;1312;11948;1425;83;43;23;497;2835;2;12;4293;13035;18900;9931;489;572;2786;2391;2794;47;13;24;213;191;93;720;305;333;196;614;163;100;22;5400;4639;17343;588;1119;423;42;0;0;186;0;0;44;30;125;204;68;325;8043
_2008_03;12;1;52;4;101;11;16047;4;1;172;908;6093;3457;682;36;297;4;47;156;65;59;679;84;133;3575;3966;13089;1378;6444;5495;834;7105;5524;19;12107;6382;25507;12535;1614;655;6680;16139;24911;3355;25;403;545;427;837;1365;5;1372;2105;1281;507;1874;12301;1219;66;37;26;393;2706;2;15;3800;12565;18644;11039;506;571;2813;2192;2866;56;13;27;206;196;111;769;325;347;196;575;180;175;41;6534;4632;17280;667;1014;337;34;0;0;167;0;0;38;21;139;251;95;317;8424
_2008_02;11;2;55;3;98;24;15184;2;0;183;861;5839;2913;557;40;360;3;67;160;76;57;703;77;125;3559;4137;12409;1223;6028;5105;846;6631;5657;37;11361;6240;23342;11466;1572;546;6655;15218;23715;3046;49;402;498;395;728;1197;4;1274;2222;1324;563;1531;11448;1278;52;52;26;484;2847;4;17;3791;12155;17490;11135;532;575;2709;2057;2656;48;10;24;204;184;136;748;278;332;225;595;170;130;19;5668;4331;16348;560;1037;323;27;0;0;135;0;0;45;31;113;173;90;248;8453
_2008_01;7;1;52;9;94;16;15850;1;6;193;939;5919;2560;648;47;359;4;85;175;79;60;812;70;118;4084;4527;14391;1257;6511;5567;829;7402;5400;26;12461;5920;25008;11866;1317;445;6509;15977;24468;4275;39;418;540;419;813;1270;4;1346;2033;1307;462;1355;10835;1123;57;45;22;536;3923;11;15;3534;13142;19741;11402;416;506;2627;2297;2767;29;34;24;192;145;80;742;293;299;178;514;183;146;20;6139;4455;15770;685;908;263;20;0;0;132;0;0;39;18;113;201;104;267;8374
_2007_12;7;5;76;1;100;15;15017;0;4;187;884;5644;2371;647;41;361;0;69;199;109;80;741;104;146;3686;4000;14011;1168;6350;4971;777;7819;5413;38;11624;5593;24273;10651;1187;488;6355;15267;24167;3631;47;389;486;387;774;1163;6;1226;2228;1054;486;1615;10398;1225;65;70;30;439;3159;14;15;3122;11349;18030;9077;314;417;2375;1929;2314;74;8;19;213;158;117;637;204;278;212;521;192;130;21;6194;4384;16099;675;996;220;38;0;0;181;0;0;46;39;114;212;70;299;7804
_2007_11;6;3;74;7;87;11;15441;1;0;188;848;5711;2443;695;54;248;6;60;173;72;54;674;86;117;3695;4070;12905;1137;6801;5340;770;7325;5398;36;12423;7074;27363;12164;1562;585;6918;15962;23944;3687;34;387;491;450;720;1294;5;1214;2167;1250;484;1628;10498;1206;56;34;19;468;3256;8;17;3755;12605;19234;10684;394;485;2383;1968;2345;46;12;21;224;157;115;692;250;353;175;562;162;166;17;6320;4594;16452;551;1087;270;38;0;0;202;0;0;37;43;103;215;53;332;7820
_2007_10;4;5;75;16;95;23;16980;0;0;186;964;6744;2813;743;31;244;5;63;162;58;56;749;82;134;3677;4444;11973;1056;6575;5305;811;8049;5341;43;12172;7783;28141;12177;1643;623;7204;17252;27589;3943;54;432;585;492;798;1617;12;1493;2324;1304;618;1695;12448;1490;55;58;33;481;3045;5;16;3580;12190;19016;13822;509;612;2830;2196;2739;33;11;25;275;192;110;856;324;388;231;630;209;183;24;6825;5538;16979;623;1097;337;44;0;0;185;0;0;37;32;126;261;67;329;8974
_2007_09;9;3;59;1;97;16;14820;2;1;156;741;5825;2260;709;21;181;4;32;117;52;50;659;64;90;3050;3732;11608;1067;5731;4555;777;7589;4180;51;10663;6568;25146;10527;1258;539;6506;16006;24556;3076;36;402;415;442;593;1476;3;1174;2266;1366;534;1245;10283;1358;54;35;27;384;2604;13;12;3107;11361;17172;12155;392;480;2427;1825;2215;52;4;19;233;156;89;720;248;326;167;504;165;216;52;7205;4543;15708;621;943;266;24;0;0;168;0;0;26;20;114;183;51;251;7582
_2007_08;5;1;83;6;81;32;14152;1;3;175;536;5180;2100;741;35;200;2;52;139;74;43;607;68;108;3099;3595;14069;1295;6352;5407;907;8189;4669;18;10927;6543;27763;11268;1241;581;6825;19136;27394;2806;35;415;447;406;573;1368;12;857;2355;1090;410;1193;10015;1652;73;43;16;384;2772;9;15;3577;12330;16640;11298;350;510;2539;2055;2190;39;10;17;206;262;136;787;272;296;150;470;157;169;32;5892;4317;15198;523;842;216;25;0;0;124;0;0;32;33;91;142;47;225;7753
_2007_07;6;2;72;1;103;19;15939;4;1;174;732;5672;2369;816;20;205;6;42;151;68;57;710;77;124;3598;4313;13262;1461;6727;6005;955;9009;5038;25;12141;7655;31078;12810;1573;565;7127;19371;29011;3262;43;466;473;430;732;1361;8;967;1866;1081;461;1259;10537;1397;69;59;23;497;3420;5;10;4067;12939;18832;9433;412;510;2877;2267;2205;50;9;14;227;220;69;707;286;321;188;481;159;155;45;5820;4344;15165;620;973;341;37;0;0;146;0;0;41;33;102;179;71;253;8243
_2007_06;4;4;64;5;108;16;17520;3;0;201;988;6528;2837;754;34;183;3;36;166;53;69;775;80;108;3962;5156;13097;1355;7202;6355;907;8738;5087;19;12703;7658;31268;13593;1650;598;7536;19273;30352;3566;34;450;600;494;824;1478;7;1531;1924;1214;549;1563;10535;1227;66;41;29;527;3150;6;16;4215;13216;20260;9091;495;573;2991;2318;2362;45;9;18;239;183;89;673;261;315;179;599;155;196;25;6462;4663;15297;660;1034;318;31;0;0;163;0;0;32;47;97;212;69;255;8181
_2007_05;3;8;53;5;74;19;16695;0;0;176;981;6017;2486;705;25;193;1;39;162;63;47;841;65;113;3929;5083;13301;1444;7725;6694;944;8666;4856;41;13539;8157;31517;14389;1623;643;6887;18700;29275;2980;37;437;461;408;703;1398;3;1314;2038;1152;490;1372;10078;1090;57;35;15;1077;6299;9;27;4805;14343;22112;8511;391;516;2847;2450;2339;29;20;20;219;185;114;642;248;338;154;529;129;105;33;6234;4645;13824;532;924;223;36;0;0;230;0;0;27;32;103;218;100;298;8144
_2007_04;6;4;63;5;108;18;15192;0;1;137;819;5661;2346;723;29;245;7;37;156;72;50;765;67;108;3657;4520;12328;1503;6853;6024;824;8104;4787;29;12212;7242;28290;12779;1447;565;6365;17090;26828;3044;36;334;442;364;650;1241;2;1182;2301;1135;460;1467;9206;1142;46;36;23;462;3143;13;20;3885;12828;18881;7905;377;499;2680;2100;2195;33;14;26;196;177;153;568;252;294;135;438;109;149;20;5304;4086;13232;476;841;211;18;0;0;151;0;0;36;33;94;195;55;229;7740
_2007_03;0;4;66;8;91;8;15991;5;5;201;1099;6125;2576;717;43;306;4;56;159;84;54;908;68;100;4116;4827;13887;1407;7798;6026;913;8320;5734;23;13289;7012;28179;13565;1678;541;7342;17197;27977;3494;40;417;575;429;795;1363;10;1365;2037;1248;601;1509;10984;1311;67;44;31;457;2998;2;15;3767;12961;19682;10009;427;675;2969;2268;2645;42;26;17;205;169;132;723;319;371;201;531;138;150;30;6561;4499;15403;733;943;234;33;0;0;190;0;0;44;27;101;195;96;311;8572
_2007_02;7;5;50;8;86;11;14222;3;0;179;1005;5670;2393;662;41;259;5;39;139;77;56;841;85;101;3889;4420;12960;1355;7398;5314;831;7574;5066;47;12556;6096;25734;11996;1366;424;6356;15150;25043;3118;39;388;458;394;633;1164;7;1259;2061;1143;537;1224;9733;1071;49;39;22;384;2855;6;22;3431;11806;18105;8750;370;670;2618;2054;2436;32;49;23;177;179;137;574;264;364;151;514;146;127;26;5829;4280;13836;510;865;232;18;0;0;167;0;0;41;20;108;198;82;230;7683
_2007_01;6;0;68;4;56;15;14758;3;1;175;946;5856;2292;653;45;313;3;57;178;88;47;904;77;133;4485;4894;15640;1274;7762;5835;843;8134;5381;32;13433;6343;27373;12519;1198;436;6465;15985;26429;3064;28;393;442;394;698;1190;5;1193;2168;1221;464;1253;9508;983;61;43;22;516;3577;12;26;3535;13410;20377;8868;372;587;2744;2114;2547;27;24;23;176;146;108;605;227;355;166;434;148;132;14;6124;4175;13753;455;809;182;18;0;0;141;0;0;32;29;99;193;68;227;7633
_2006_12;5;6;74;7;92;17;14742;5;0;175;935;5650;2466;738;55;297;1;79;186;102;70;922;102;130;4302;4824;15559;1256;7509;5661;836;8789;5780;63;13088;6781;28821;11800;1240;510;6834;16271;27108;3529;35;397;450;405;675;1197;3;1264;2631;1136;549;1812;9421;1146;65;45;18;450;3046;3;21;3146;12109;19519;7832;299;597;2602;1953;2263;45;13;23;180;192;133;548;218;298;164;506;144;159;30;7922;4923;14985;773;857;186;32;0;0;168;0;0;43;42;121;231;93;229;6730
_2006_11;4;3;69;7;90;16;15077;1;4;199;1040;6188;2293;721;38;284;2;51;152;66;64;1011;87;135;4418;4997;14482;1268;7963;5844;902;8579;5460;64;13964;8205;31488;13994;1524;548;7242;17134;27911;3515;40;375;468;418;654;1292;11;1373;2256;1322;546;1476;10056;1067;61;39;13;611;4227;4;21;3770;13465;21833;8610;386;575;2655;2084;2344;39;74;16;183;127;142;655;305;313;180;449;164;153;17;7554;4858;14815;580;801;217;35;0;0;161;0;0;38;34;109;231;58;247;8257
_2006_10;7;4;54;7;103;26;15962;6;0;183;972;6471;2500;728;39;185;3;51;168;61;43;935;81;119;3896;4859;13440;1317;6733;5608;939;8977;5164;60;13663;8386;30182;13291;1646;594;7228;17675;29759;3532;47;382;490;453;689;1517;10;1355;2601;1372;510;1594;11364;1308;59;47;25;472;3084;7;11;3472;12236;19706;10264;415;643;2971;2050;2389;42;9;21;183;175;194;617;285;362;206;561;180;203;20;6783;4473;15053;647;1016;215;35;0;0;164;0;0;45;34;110;234;80;260;8716
_2006_09;15;9;63;4;76;24;14869;4;0;169;769;5902;2208;816;46;207;1;56;202;61;50;785;65;120;3723;4901;13502;1217;6653;5439;977;8417;4547;47;12436;7202;28985;12041;1488;588;7245;17475;28358;3224;31;453;449;445;702;1437;12;1104;2378;1524;531;1453;10365;1297;44;43;24;421;2628;11;24;3320;12403;18992;9203;339;618;2577;1929;2352;45;6;32;217;150;172;572;257;308;210;477;185;121;32;6655;4599;14685;535;742;182;16;0;0;209;0;0;56;68;95;179;76;219;8325
_2006_08;3;2;62;6;73;12;13629;2;4;173;569;5055;2043;750;45;193;1;49;179;69;47;709;85;120;3516;4136;15254;1483;7434;5966;1042;9083;4527;43;12633;7223;32108;12455;1322;590;7342;20382;31196;2905;48;395;366;373;550;1444;3;840;2305;1123;374;937;9798;1352;62;30;9;463;2688;12;16;3783;13101;18395;8283;242;508;2609;1971;2250;33;9;26;237;244;153;548;228;287;148;416;200;211;14;5701;4700;14306;550;669;103;19;0;0;122;0;0;38;49;96;150;73;236;8424
_2006_07;8;6;67;2;94;17;15838;3;2;172;598;5771;2369;807;29;195;4;43;159;55;41;742;68;108;4232;5155;13685;1518;6967;5560;1000;10225;4117;35;12597;8097;32448;12099;1476;507;7175;19503;34668;2968;33;457;447;481;701;1474;5;1008;2306;1181;396;1305;8967;1252;61;28;16;536;3609;14;28;3873;13435;20525;7878;280;440;2667;2231;1889;38;10;19;239;159;209;483;247;274;186;434;128;154;27;5853;3967;12887;634;643;126;18;0;0;129;0;0;30;38;86;148;91;231;8569
_2006_06;6;2;74;2;131;13;15855;2;6;186;959;6316;2569;687;49;206;3;53;183;53;47;822;75;130;4507;5616;14040;1423;7347;6474;1017;10002;5060;48;13312;8631;32677;14205;1731;590;7583;20182;34706;4829;58;418;518;487;795;1596;5;1264;2126;1227;520;1619;10258;1226;92;41;9;568;3261;2;18;4052;14375;22459;8885;337;506;2820;2108;2229;55;16;27;220;185;118;554;261;257;213;538;190;179;23;6448;4792;15105;540;816;218;29;0;0;154;0;0;37;40;100;168;73;269;8658
_2006_05;9;6;62;5;91;19;14719;3;2;225;964;5930;2352;737;50;215;3;62;179;76;69;936;71;152;4118;5278;14910;1505;8424;7261;967;9373;5029;39;14790;8292;33033;15345;1611;599;7220;18854;31345;3511;34;409;507;391;764;1403;2;1173;2240;1225;552;1571;10455;1068;74;40;20;508;3274;6;34;4156;14869;22552;8384;331;575;2805;2306;2356;44;6;22;203;182;143;524;305;285;185;457;178;199;8;6313;4877;13737;478;786;178;28;0;0;153;0;0;31;48;116;177;79;243;8570
_2006_04;13;3;56;2;90;15;13218;3;2;155;857;5301;2327;710;61;237;4;59;164;84;45;837;87;127;4042;4737;13264;1582;7643;6247;929;8304;4923;35;13522;7205;28548;13582;1463;523;6610;16343;28063;3227;39;311;443;364;708;1213;4;1082;2260;1180;521;1510;9332;976;62;38;15;489;3038;3;23;4272;14299;21532;8188;358;569;2648;2251;2149;35;13;37;204;186;148;518;227;302;157;463;174;132;40;5941;4221;12458;543;854;196;26;0;0;158;0;0;50;36;124;220;83;248;8167
_2006_03;10;5;64;3;108;19;14446;8;2;257;1164;6073;2482;716;46;346;5;67;225;89;60;1042;104;152;4682;5319;14674;1491;8664;6427;975;9007;5952;50;14745;6595;29550;13779;1587;447;7406;16877;29871;3869;54;410;602;432;830;1467;11;1300;1951;1393;630;1543;10401;1195;69;57;23;487;3002;7;22;4449;15622;23289;9946;377;634;2948;2659;2623;73;7;19;230;173;160;691;321;326;216;610;189;236;93;6957;4861;14474;706;884;204;28;0;0;210;0;0;49;40;120;243;123;340;9396
_2006_02;3;1;49;5;67;17;12253;4;2;191;846;5515;2180;615;50;298;5;46;204;93;51;919;98;167;4195;4635;13213;1270;7434;5487;873;7377;5428;28;13374;5478;25499;12267;1277;414;6114;14755;26510;3141;35;339;504;347;767;1226;8;1090;2358;1281;561;1444;9441;1083;61;73;35;412;2775;3;35;3479;13691;19189;8266;373;559;2546;1820;2282;41;14;23;203;146;155;595;271;304;170;469;172;116;34;6120;3973;11993;559;830;207;33;0;0;160;0;0;59;49;106;191;61;230;8543
_2006_01;10;3;85;3;112;17;13058;4;2;202;991;5801;2112;644;66;342;5;64;237;90;75;1044;78;144;4904;5364;14848;1160;7642;5657;938;8100;5131;47;14651;5603;26659;12238;1077;341;6249;15963;28494;3188;37;374;452;383;711;1290;12;1099;2143;1261;471;1301;8951;981;71;55;15;573;3691;12;19;3537;14313;21460;8147;321;535;2661;1998;2263;49;10;33;162;111;120;651;271;249;175;429;149;136;42;6986;4174;11651;634;710;147;19;0;0;160;0;0;36;33;197;237;61;204;8920
_2005_12;16;5;97;11;100;23;13186;1;3;198;845;5688;2204;640;88;395;7;69;254;112;69;922;102;164;4970;5073;15929;1316;7865;5862;1053;9117;6301;46;14937;6316;28987;12312;1135;434;6989;16024;29617;3495;37;372;482;371;731;1319;5;1153;2726;1195;519;1427;8306;1071;74;54;13;638;3686;7;19;3514;14100;21662;7854;258;534;2641;1943;2035;67;9;35;212;147;115;567;248;272;161;487;144;204;31;7242;4581;13600;580;866;191;45;0;0;182;0;0;66;37;101;171;96;277;9661
_2005_11;8;7;53;10;111;21;12989;2;0;172;902;5677;2064;668;50;254;5;70;190;83;79;948;102;155;4479;5154;14277;1314;7802;5996;1033;8268;5260;59;15513;7574;30690;13745;1375;524;6629;16685;29154;3275;38;402;477;365;637;1433;5;1079;2206;1305;468;1279;8000;922;83;46;12;2036;13455;10;25;4780;15851;27116;7390;281;462;2696;2094;2215;56;11;28;203;123;126;699;231;290;139;461;138;127;50;7602;4025;12261;619;802;192;34;0;0;144;0;0;60;33;111;174;71;279;9474
_2005_10;7;2;83;4;99;21;13970;3;2;153;838;5932;2218;809;39;179;9;48;170;70;55;893;82;143;3859;4932;13046;1387;7046;5746;1099;8576;4839;48;14640;8205;31455;13730;1363;606;6642;17396;30521;3523;50;429;544;413;701;1627;7;1103;2416;1355;526;1289;9434;1139;74;53;17;420;2412;12;23;3763;13581;21971;7678;282;554;2772;2088;2375;44;12;33;265;168;216;706;270;296;173;523;175;159;17;6808;4003;12113;655;825;175;26;0;0;147;0;0;70;54;115;203;66;280;9331
_2005_09;7;5;76;7;106;19;14156;2;4;147;775;5972;2054;799;42;189;5;43;168;64;55;958;79;112;3815;4996;14103;1221;7156;5831;1031;8399;4647;36;13960;7344;30701;13329;1235;561;7063;18100;30760;3155;45;426;430;439;672;1598;6;1090;2491;1497;501;1182;8846;1040;81;61;12;473;2659;10;13;3886;14365;21713;7670;245;559;2884;2025;2248;46;10;40;256;159;184;711;299;302;168;500;142;155;24;6969;4143;12102;684;665;130;13;0;0;154;0;0;29;30;77;179;88;281;9020
_2005_08;8;0;70;7;82;12;12338;3;3;138;481;5178;1723;815;61;218;1;46;206;67;50;740;72;128;3381;4331;15939;1518;7375;6195;1093;8768;4098;37;13654;7740;33648;13798;1039;620;6668;19912;32569;2761;30;368;386;399;610;1407;3;887;2453;1099;427;991;8182;999;60;33;17;488;2735;13;8;3967;14447;20352;6451;224;495;2674;1970;2082;29;15;28;229;193;98;578;198;243;138;407;141;208;33;5890;3666;11020;514;545;142;9;0;0;109;0;0;37;29;50;149;41;218;8650
_2005_07;11;4;91;10;96;19;13709;2;3;177;672;5626;2039;841;42;207;4;56;189;60;59;821;78;145;4032;4784;14232;1663;7295;6510;1134;9624;4490;27;14392;8352;34476;14657;1298;615;6906;20114;33586;3013;32;430;498;435;789;1595;5;945;1680;1085;447;1109;8644;1134;68;51;12;502;3005;13;18;4107;14975;21715;6597;231;461;2799;2144;2140;28;10;30;205;207;148;585;263;235;126;442;183;194;44;6452;3976;11080;673;653;117;18;0;0;127;0;0;68;40;60;173;66;296;9193
_2005_06;17;6;71;5;99;19;14656;3;2;180;974;6309;2435;805;54;230;2;64;215;59;77;898;82;160;4481;5533;14338;1612;7564;7131;1229;10221;5052;45;15155;8895;34105;15393;1383;617;7470;20693;35361;3646;57;419;620;458;947;1725;12;1336;2036;1288;607;1615;9941;1364;98;58;20;541;2764;6;28;4252;15987;24046;7535;266;516;2777;2196;2105;43;23;35;233;178;130;725;271;319;179;533;165;190;58;7329;3822;11834;781;789;154;16;0;0;159;0;0;51;47;122;179;81;249;9341
_2005_05;7;4;91;6;128;22;13410;7;1;154;827;5563;2244;759;61;186;3;63;189;68;56;883;87;163;4092;4886;13920;1747;7746;7167;1082;9587;5205;50;15512;8402;32751;16039;1324;658;7022;18727;31291;3502;41;376;506;409;772;1430;9;1155;2349;1341;577;1442;10029;1320;82;39;14;407;2556;19;29;4048;15126;23361;7261;276;496;2653;1988;2090;27;20;28;236;157;114;711;299;257;155;429;176;141;46;7355;4042;11460;644;740;164;15;0;0;132;0;0;55;27;81;194;42;193;8732
_2005_04;10;5;70;8;84;20;12562;1;3;157;812;5419;2063;626;71;204;5;42;161;68;62;802;88;132;3872;4489;13083;1759;7552;6827;962;8670;5450;49;14748;7305;29484;15003;1330;612;6852;16955;29255;3344;53;332;492;361;788;1393;2;1052;2184;1295;569;1429;9917;1187;96;47;9;428;2541;9;14;4094;15209;22327;6860;284;473;2702;1968;2257;42;21;42;245;169;180;744;267;321;136;487;153;96;47;7111;4010;11402;767;701;146;17;0;0;136;0;0;61;35;100;208;64;213;8408
_2005_03;12;5;63;6;82;26;13157;3;2;171;928;5926;2204;652;68;271;2;48;222;97;71;936;89;149;4330;5076;15140;1757;7891;6921;970;8858;5883;61;16277;6785;29699;14756;1284;657;7351;17006;31515;3651;93;386;555;427;905;1449;6;1139;1928;1476;603;1622;10318;1292;82;64;14;429;2631;3;21;3760;15474;22652;7715;291;550;2732;1978;2440;77;104;31;248;201;138;788;303;268;153;546;171;209;41;7940;4284;13782;677;762;160;16;0;0;125;0;0;58;41;97;230;71;204;8824
_2005_02;5;5;57;9;78;12;11114;5;0;179;771;5137;1914;641;88;292;9;48;192;86;60;904;83;141;3981;4327;14249;1557;7357;6072;864;8023;5346;53;15157;5854;26795;13155;1097;472;6844;15047;27608;3356;39;373;501;407;876;1231;8;963;2298;1276;572;1237;8717;1017;102;50;17;369;2260;5;14;3258;14217;20797;6006;232;459;2336;1619;2119;35;18;13;216;127;103;735;258;304;134;465;176;118;35;7171;3990;11215;731;633;130;35;0;0;147;0;0;60;30;100;172;53;200;7755
_2005_01;5;3;73;6;88;26;11845;5;4;181;832;5351;1820;643;70;304;4;57;217;81;65;951;108;135;4401;4695;15617;1506;7675;6417;915;8476;5008;47;16007;6091;28272;13227;945;531;6805;16108;29042;3143;57;371;506;370;865;1306;3;933;2083;1304;525;1235;8845;1135;80;52;14;412;2748;8;19;3225;14316;21645;5895;261;480;2488;1811;2133;31;13;29;205;144;149;759;262;304;119;454;150;91;85;7345;4456;11654;758;621;118;10;0;0;134;0;0;51;31;74;138;53;197;7801
_2004_12;12;1;73;5;92;17;12803;6;1;211;869;5876;2046;752;107;358;3;64;228;98;70;999;101;189;4508;4597;18138;1633;8810;7294;1057;10148;6404;68;16888;7289;32369;14189;1071;639;8213;17466;30724;3651;47;359;609;441;977;1311;4;1108;2678;1295;535;1541;9418;1247;102;54;16;399;2579;6;30;3444;15003;23189;5690;261;486;2605;1874;2223;48;13;28;222;149;124;904;266;297;149;584;177;181;69;8812;5133;13886;975;630;116;26;0;0;156;0;0;56;42;95;214;88;219;8625
_2004_11;9;6;64;5;114;17;11541;5;3;171;764;5327;1847;735;70;283;2;51;204;102;71;898;94;133;3958;4194;15493;1725;8116;6352;920;8731;5286;77;16314;7938;33106;15101;1236;700;7132;16320;28132;3198;42;379;494;429;830;1346;2;887;2150;1232;593;1199;8739;1206;94;47;11;377;2219;4;23;3562;14099;22247;6043;203;401;2391;1704;2018;32;16;24;215;126;102;701;232;279;140;501;250;98;27;7523;3933;11439;833;556;96;14;0;0;112;0;0;52;44;68;162;69;221;8002
_2004_10;12;3;69;4;85;19;12330;5;2;170;821;5571;1980;712;56;229;2;44;205;69;66;934;101;140;3677;4364;14887;1756;7364;6264;1000;8966;5108;56;16326;7650;32851;14479;1282;707;7579;17344;30061;3473;61;411;544;426;840;1581;5;1073;2436;1431;678;1407;9963;1300;79;35;18;396;2353;10;15;3414;13648;21688;6840;230;518;2772;1866;2089;53;19;19;238;144;148;745;289;348;135;473;172;98;20;7502;4204;12381;849;644;115;15;0;0;142;0;0;52;56;112;180;78;172;8577
_2004_09;12;6;73;5;78;25;12616;5;2;164;650;5720;1994;787;56;164;4;34;177;58;69;878;88;126;3708;4629;15315;1569;7443;6449;956;8762;4636;60;15416;7731;34298;14277;1194;727;7728;18636;30602;3159;40;365;455;525;820;1499;7;974;2566;1496;491;1056;8467;1147;76;48;9;446;2452;7;25;3437;13905;21333;6197;220;488;2565;1912;1974;77;28;20;239;182;136;687;276;262;121;506;163;113;25;8140;4200;11777;812;582;110;11;0;0;104;0;0;42;34;84;160;62;169;8263
_2004_08;9;6;81;5;85;27;11405;3;0;157;476;5008;1635;811;58;200;1;44;170;61;63;670;79;138;3242;3703;16312;1920;7132;6356;1016;8860;4312;45;14185;7287;33985;13206;824;741;6875;19995;32133;2831;39;377;419;458;752;1491;9;751;2163;1103;396;898;8102;1418;87;31;13;379;2296;14;11;3424;13370;18627;5806;196;476;2470;1801;1832;30;8;16;233;171;154;608;222;275;143;411;176;166;18;7678;3712;10644;732;564;99;19;0;0;81;0;0;40;50;75;161;49;147;8103
